Month-year,CPI,Interest Rates,Exchange Rates,Product,Unit of Quantity,Production
18-Dec,6.2,9.73,181.7072,Sacking,Tonnes,"3,338"
19-Jan,7.2,10.66,182.7072,Sacking,Tonnes,"3,125"
19-Feb,8.2,10.49,183.7072,Sacking,Tonnes,"3,029"
19-Mar,9.4,10.67,184.7072,Sacking,Tonnes,"3,281"
19-Apr,8.8,11.18,185.7072,Sacking,Tonnes,"3,636"
19-May,9.1,11.6,186.7072,Sacking,Tonnes,"8,052"
19-Jun,8.9,12.43,187.7072,Sacking,Tonnes,"1,870"
19-Jul,10.3,13.26,188.7072,Sacking,Tonnes,"2,773"
19-Aug,11.6,13.09,189.7072,Sacking,Tonnes,"2,181"
19-Sep,12.6,13.51,190.7072,Sacking,Tonnes,"2,958"
19-Oct,11.1,13.67,191.7072,Sacking,Tonnes,"3,209"
19-Nov,12.3,13.84,192.7072,Sacking,Tonnes,"3,430"
19-Dec,12.4,13.84,193.7072,Sacking,Tonnes,"4,154"
13-Jan,8.1,10.61,110.7072,Others,Tonnes,1371
13-Feb,7.4,10.53,111.7072,Others,Tonnes,"1,434"
13-Mar,6.6,10.46,112.7072,Others,Tonnes,"1,166"
13-Apr,5.8,10.51,113.7072,Others,Tonnes,813
13-May,5.1,10.65,114.7072,Others,Tonnes,816
13-Jun,5.9,10.56,115.7072,Others,Tonnes,"1,165"
13-Jul,8.3,10.2,116.7072,Others,Tonnes,"1,409"
13-Aug,8.5,9.69,117.7072,Others,Tonnes,957
13-Sep,7.4,9.7,118.7072,Others,Tonnes,"1,224"
13-Oct,9.1,10.38,119.7072,Others,Tonnes,"1,187"
13-Nov,10.9,10,120.7072,Others,Tonnes,"1,378"
13-Dec,9.2,10.54,121.7072,Others,Tonnes,"1,350"
14-Jan,7.9,11.02,122.7072,Others,Tonnes,"1,371"
14-Feb,7.9,10.66,123.7072,Others,Tonnes,"1,108"
14-Mar,8.5,10.53,124.7072,Others,Tonnes,"1,422"
14-Apr,9.2,10.81,125.7072,Others,Tonnes,"1,189"
14-May,8.3,10.59,126.7072,Others,Tonnes,"1,385"
14-Jun,8.2,10.37,127.7072,Others,Tonnes,"1,261"
14-Jul,7.9,10.38,128.7072,Others,Tonnes,"1,222"
14-Aug,7,10.33,129.7072,Others,Tonnes,"1,178"
14-Sep,7.7,10.3,130.7072,Others,Tonnes,"1,464"
14-Oct,5.8,10.48,131.7072,Others,Tonnes,"1,682"
14-Nov,4,10.41,132.7072,Others,Tonnes,"1,505"
14-Dec,4.3,10.28,133.7072,Others,Tonnes,"1,395"
15-Jan,3.9,10.35,134.7072,Others,Tonnes,"1,533"
15-Feb,3.2,9.5,135.7072,Others,Tonnes,"1,264"
15-Mar,2.5,9.31,136.7072,Others,Tonnes,"1,484"
15-Apr,2.1,8.85,137.7072,Others,Tonnes,"1,412"
15-May,3.2,8.61,138.7072,Others,Tonnes,"1,200"
15-Jun,3.2,8.24,139.7072,Others,Tonnes,"1,087"
15-Jul,1.9,7.88,140.7072,Others,Tonnes,858
15-Aug,1.8,7.78,141.7072,Others,Tonnes,"1,195"
15-Sep,1.3,7.78,142.7072,Others,Tonnes,"1,069"
15-Oct,1.6,7.57,143.7072,Others,Tonnes,"1,526"
15-Nov,2.7,7.32,144.7072,Others,Tonnes,"1,499"
15-Dec,3.2,7.28,145.7072,Others,Tonnes,"1,121"
16-Jan,3.3,7.15,146.7072,Others,Tonnes,879
16-Feb,4,7.28,147.7072,Others,Tonnes,552
16-Mar,3.9,7.13,148.7072,Others,Tonnes,636
16-Apr,4.2,6.03,149.7072,Others,Tonnes,"1,170"
16-May,3.2,7.07,150.7072,Others,Tonnes,720
16-Jun,3.2,7.15,151.7072,Others,Tonnes,953
16-Jul,4.1,6.95,152.7072,Others,Tonnes,555
16-Aug,3.6,6.82,153.7072,Others,Tonnes,859
16-Sep,3.9,6.9,154.7072,Others,Tonnes,888
16-Oct,4.2,6.96,155.7072,Others,Tonnes,"1,505"
16-Nov,3.8,6.84,156.7072,Others,Tonnes,"1,483"
16-Dec,3.7,7,157.7072,Others,Tonnes,"1,456"
17-Jan,3.7,7.09,158.7072,Others,Tonnes,"1,557"
17-Feb,4.2,6.95,159.7072,Others,Tonnes,"1,271"
17-Mar,4.9,6.93,160.7072,Others,Tonnes,"1,140"
17-Apr,4.8,6.9,161.7072,Others,Tonnes,"1,019"
17-May,5,6.93,162.7072,Others,Tonnes,953
17-Jun,3.9,7.07,163.7072,Others,Tonnes,652
17-Jul,2.9,7.03,164.7072,Others,Tonnes,"1,265"
17-Aug,3.4,6.86,165.7072,Others,Tonnes,"1,257"
17-Sep,3.9,6.92,166.7072,Others,Tonnes,"1,318"
17-Oct,3.8,7.01,167.7072,Others,Tonnes,"1,525"
17-Nov,4,7.07,168.7072,Others,Tonnes,"1,701"
17-Dec,4.6,7.04,169.7072,Others,Tonnes,"1,366"
18-Jan,4.4,7.11,170.7072,Others,Tonnes,"1,130"
18-Feb,3.8,7.01,171.7072,Others,Tonnes,"1,187"
18-Mar,3.2,7,172.7072,Others,Tonnes,"1,135"
18-Apr,3.7,7.22,173.7072,Others,Tonnes,"1,154"
18-May,4.2,7.16,174.7072,Others,Tonnes,930
18-Jun,5.2,7.45,175.7072,Others,Tonnes,784
18-Jul,5.8,7.72,176.7072,Others,Tonnes,931
18-Aug,5.8,7.94,177.7072,Others,Tonnes,820
18-Sep,5.1,8.12,178.7072,Others,Tonnes,964
18-Oct,6.8,8.81,179.7072,Others,Tonnes,"1,251"
18-Nov,6.5,9.13,180.7072,Others,Tonnes,"1,191"
18-Dec,6.2,9.73,181.7072,Others,Tonnes,"1,048"
19-Jan,7.2,10.66,182.7072,Others,Tonnes,870
19-Feb,8.2,10.49,183.7072,Others,Tonnes,758
19-Mar,9.4,10.67,184.7072,Others,Tonnes,799
19-Apr,8.8,11.18,185.7072,Others,Tonnes,804
19-May,9.1,11.6,186.7072,Others,Tonnes,"1,197"
19-Jun,8.9,12.43,187.7072,Others,Tonnes,"1,065"
19-Jul,10.3,13.26,188.7072,Others,Tonnes,810
19-Aug,11.6,13.09,189.7072,Others,Tonnes,739
19-Sep,12.6,13.51,190.7072,Others,Tonnes,857
19-Oct,11.1,13.67,191.7072,Others,Tonnes,"1,047"
19-Nov,12.3,13.84,192.7072,Others,Tonnes,967
19-Dec,12.4,13.84,193.7072,Others,Tonnes,670
13-Jan,8.1,10.61,110.7072,Paper & Board,Tonnes,39611
13-Feb,7.4,10.53,111.7072,Paper & Board,Tonnes,"46,203"
13-Mar,6.6,10.46,112.7072,Paper & Board,Tonnes,"52,452"
13-Apr,5.8,10.51,113.7072,Paper & Board,Tonnes,"48,299"
13-May,5.1,10.65,114.7072,Paper & Board,Tonnes,"54,488"
13-Jun,5.9,10.56,115.7072,Paper & Board,Tonnes,"54,625"
13-Jul,8.3,10.2,116.7072,Paper & Board,Tonnes,"62,343"
13-Aug,8.5,9.69,117.7072,Paper & Board,Tonnes,"58,006"
13-Sep,7.4,9.7,118.7072,Paper & Board,Tonnes,"60,288"
13-Oct,9.1,10.38,119.7072,Paper & Board,Tonnes,"63,692"
13-Nov,10.9,10,120.7072,Paper & Board,Tonnes,"58,214"
13-Dec,9.2,10.54,121.7072,Paper & Board,Tonnes,"48,492"
14-Jan,7.9,11.02,122.7072,Paper & Board,Tonnes,"39,611"
14-Feb,7.9,10.66,123.7072,Paper & Board,Tonnes,"50,912"
14-Mar,8.5,10.53,124.7072,Paper & Board,Tonnes,"57,806"
14-Apr,9.2,10.81,125.7072,Paper & Board,Tonnes,"60,884"
14-May,8.3,10.59,126.7072,Paper & Board,Tonnes,"62,942"
14-Jun,8.2,10.37,127.7072,Paper & Board,Tonnes,"61,310"
14-Jul,7.9,10.38,128.7072,Paper & Board,Tonnes,"61,236"
14-Aug,7,10.33,129.7072,Paper & Board,Tonnes,"62,541"
14-Sep,7.7,10.3,130.7072,Paper & Board,Tonnes,"58,751"
14-Oct,5.8,10.48,131.7072,Paper & Board,Tonnes,"59,320"
14-Nov,4,10.41,132.7072,Paper & Board,Tonnes,"58,166"
14-Dec,4.3,10.28,133.7072,Paper & Board,Tonnes,"41,111"
15-Jan,3.9,10.35,134.7072,Paper & Board,Tonnes,"35,959"
15-Feb,3.2,9.5,135.7072,Paper & Board,Tonnes,"42,287"
15-Mar,2.5,9.31,136.7072,Paper & Board,Tonnes,"51,331"
15-Apr,2.1,8.85,137.7072,Paper & Board,Tonnes,"49,213"
15-May,3.2,8.61,138.7072,Paper & Board,Tonnes,"48,431"
15-Jun,3.2,8.24,139.7072,Paper & Board,Tonnes,"51,305"
15-Jul,1.9,7.88,140.7072,Paper & Board,Tonnes,"33,605"
15-Aug,1.8,7.78,141.7072,Paper & Board,Tonnes,"56,095"
15-Sep,1.3,7.78,142.7072,Paper & Board,Tonnes,"51,644"
15-Oct,1.6,7.57,143.7072,Paper & Board,Tonnes,"55,828"
15-Nov,2.7,7.32,144.7072,Paper & Board,Tonnes,"48,321"
15-Dec,3.2,7.28,145.7072,Paper & Board,Tonnes,"42,509"
16-Jan,3.3,7.15,146.7072,Paper & Board,Tonnes,"55,448"
16-Feb,4,7.28,147.7072,Paper & Board,Tonnes,"57,532"
16-Mar,3.9,7.13,148.7072,Paper & Board,Tonnes,"55,942"
16-Apr,4.2,6.03,149.7072,Paper & Board,Tonnes,"54,624"
16-May,3.2,7.07,150.7072,Paper & Board,Tonnes,"45,466"
16-Jun,3.2,7.15,151.7072,Paper & Board,Tonnes,"57,030"
16-Jul,4.1,6.95,152.7072,Paper & Board,Tonnes,"46,240"
16-Aug,3.6,6.82,153.7072,Paper & Board,Tonnes,"54,653"
16-Sep,3.9,6.9,154.7072,Paper & Board,Tonnes,"54,654"
16-Oct,4.2,6.96,155.7072,Paper & Board,Tonnes,"54,880"
16-Nov,3.8,6.84,156.7072,Paper & Board,Tonnes,"54,004"
16-Dec,3.7,7,157.7072,Paper & Board,Tonnes,"58,177"
17-Jan,3.7,7.09,158.7072,Paper & Board,Tonnes,"57,342"
17-Feb,4.2,6.95,159.7072,Paper & Board,Tonnes,"56,082"
17-Mar,4.9,6.93,160.7072,Paper & Board,Tonnes,"58,925"
17-Apr,4.8,6.9,161.7072,Paper & Board,Tonnes,"56,660"
17-May,5,6.93,162.7072,Paper & Board,Tonnes,"57,105"
17-Jun,3.9,7.07,163.7072,Paper & Board,Tonnes,"53,045"
17-Jul,2.9,7.03,164.7072,Paper & Board,Tonnes,"57,956"
17-Aug,3.4,6.86,165.7072,Paper & Board,Tonnes,"56,830"
17-Sep,3.9,6.92,166.7072,Paper & Board,Tonnes,"55,757"
17-Oct,3.8,7.01,167.7072,Paper & Board,Tonnes,"61,051"
17-Nov,4,7.07,168.7072,Paper & Board,Tonnes,"59,429"
17-Dec,4.6,7.04,169.7072,Paper & Board,Tonnes,"64,196"
18-Jan,4.4,7.11,170.7072,Paper & Board,Tonnes,"64,996"
18-Feb,3.8,7.01,171.7072,Paper & Board,Tonnes,"63,185"
18-Mar,3.2,7,172.7072,Paper & Board,Tonnes,"63,376"
18-Apr,3.7,7.22,173.7072,Paper & Board,Tonnes,"61,568"
18-May,4.2,7.16,174.7072,Paper & Board,Tonnes,"61,757"
18-Jun,5.2,7.45,175.7072,Paper & Board,Tonnes,"61,128"
18-Jul,5.8,7.72,176.7072,Paper & Board,Tonnes,"60,251"
18-Aug,5.8,7.94,177.7072,Paper & Board,Tonnes,"58,139"
18-Sep,5.1,8.12,178.7072,Paper & Board,Tonnes,"58,793"
18-Oct,6.8,8.81,179.7072,Paper & Board,Tonnes,"69,552"
18-Nov,6.5,9.13,180.7072,Paper & Board,Tonnes,"50,799"
18-Dec,6.2,9.73,181.7072,Paper & Board,Tonnes,"50,507"
19-Jan,7.2,10.66,182.7072,Paper & Board,Tonnes,"62,550"
19-Feb,8.2,10.49,183.7072,Paper & Board,Tonnes,"57,432"
19-Mar,9.4,10.67,184.7072,Paper & Board,Tonnes,"65,196"
19-Apr,8.8,11.18,185.7072,Paper & Board,Tonnes,"56,696"
19-May,9.1,11.6,186.7072,Paper & Board,Tonnes,"61,637"
19-Jun,8.9,12.43,187.7072,Paper & Board,Tonnes,"61,147"
19-Jul,10.3,13.26,188.7072,Paper & Board,Tonnes,"59,378"
19-Aug,11.6,13.09,189.7072,Paper & Board,Tonnes,"55,451"
19-Sep,12.6,13.51,190.7072,Paper & Board,Tonnes,"58,785"
19-Oct,11.1,13.67,191.7072,Paper & Board,Tonnes,"66,419"
19-Nov,12.3,13.84,192.7072,Paper & Board,Tonnes,"66,136"
19-Dec,12.4,13.84,193.7072,Paper & Board,Tonnes,"67,414"
13-Jan,8.1,10.61,110.7072,Chip Board,M.T,2540
13-Feb,7.4,10.53,111.7072,Chip Board,M.T,"1,968"
13-Mar,6.6,10.46,112.7072,Chip Board,M.T,"2,304"
13-Apr,5.8,10.51,113.7072,Chip Board,M.T,"2,157"
13-May,5.1,10.65,114.7072,Chip Board,M.T,"1,970"
13-Jun,5.9,10.56,115.7072,Chip Board,M.T,"2,243"
13-Jul,8.3,10.2,116.7072,Chip Board,M.T,"1,664"
13-Aug,8.5,9.69,117.7072,Chip Board,M.T,"1,504"
13-Sep,7.4,9.7,118.7072,Chip Board,M.T,"2,111"
13-Oct,9.1,10.38,119.7072,Chip Board,M.T,"1,537"
13-Nov,10.9,10,120.7072,Chip Board,M.T,"1,443"
13-Dec,9.2,10.54,121.7072,Chip Board,M.T,"1,324"
14-Jan,7.9,11.02,122.7072,Chip Board,M.T,"2,540"
14-Feb,7.9,10.66,123.7072,Chip Board,M.T,"2,085"
14-Mar,8.5,10.53,124.7072,Chip Board,M.T,"1,835"
14-Apr,9.2,10.81,125.7072,Chip Board,M.T,507
14-May,8.3,10.59,126.7072,Chip Board,M.T,451
14-Jun,8.2,10.37,127.7072,Chip Board,M.T,346
14-Jul,7.9,10.38,128.7072,Chip Board,M.T,435
14-Aug,7,10.33,129.7072,Chip Board,M.T,344
14-Sep,7.7,10.3,130.7072,Chip Board,M.T,199
14-Oct,5.8,10.48,131.7072,Chip Board,M.T,377
14-Nov,4,10.41,132.7072,Chip Board,M.T,473
14-Dec,4.3,10.28,133.7072,Chip Board,M.T,523
15-Jan,3.9,10.35,134.7072,Chip Board,M.T,352
15-Feb,3.2,9.5,135.7072,Chip Board,M.T,416
15-Mar,2.5,9.31,136.7072,Chip Board,M.T,299
15-Apr,2.1,8.85,137.7072,Chip Board,M.T,177
15-May,3.2,8.61,138.7072,Chip Board,M.T,285
15-Jun,3.2,8.24,139.7072,Chip Board,M.T,359
15-Jul,1.9,7.88,140.7072,Chip Board,M.T,289
15-Aug,1.8,7.78,141.7072,Chip Board,M.T,293
15-Sep,1.3,7.78,142.7072,Chip Board,M.T,287
15-Oct,1.6,7.57,143.7072,Chip Board,M.T,336
15-Nov,2.7,7.32,144.7072,Chip Board,M.T,180
15-Dec,3.2,7.28,145.7072,Chip Board,M.T,0
16-Jan,3.3,7.15,146.7072,Chip Board,M.T,0
16-Feb,4,7.28,147.7072,Chip Board,M.T,0
16-Mar,3.9,7.13,148.7072,Chip Board,M.T,0
16-Apr,4.2,6.03,149.7072,Chip Board,M.T,0
16-May,3.2,7.07,150.7072,Chip Board,M.T,0
16-Jun,3.2,7.15,151.7072,Chip Board,M.T,0
16-Jul,4.1,6.95,152.7072,Chip Board,M.T,0
16-Aug,3.6,6.82,153.7072,Chip Board,M.T,0
16-Sep,3.9,6.9,154.7072,Chip Board,M.T,0
16-Oct,4.2,6.96,155.7072,Chip Board,M.T,0
16-Nov,3.8,6.84,156.7072,Chip Board,M.T,0
16-Dec,3.7,7,157.7072,Chip Board,M.T,0
17-Jan,3.7,7.09,158.7072,Chip Board,M.T,0
17-Feb,4.2,6.95,159.7072,Chip Board,M.T,0
17-Mar,4.9,6.93,160.7072,Chip Board,M.T,0
17-Apr,4.8,6.9,161.7072,Chip Board,M.T,0
17-May,5,6.93,162.7072,Chip Board,M.T,0
17-Jun,3.9,7.07,163.7072,Chip Board,M.T,0
17-Jul,2.9,7.03,164.7072,Chip Board,M.T,0
17-Aug,3.4,6.86,165.7072,Chip Board,M.T,0
17-Sep,3.9,6.92,166.7072,Chip Board,M.T,0
17-Oct,3.8,7.01,167.7072,Chip Board,M.T,0
17-Nov,4,7.07,168.7072,Chip Board,M.T,0
17-Dec,4.6,7.04,169.7072,Chip Board,M.T,0
18-Jan,4.4,7.11,170.7072,Chip Board,M.T,0
18-Feb,3.8,7.01,171.7072,Chip Board,M.T,0
18-Mar,3.2,7,172.7072,Chip Board,M.T,0
18-Apr,3.7,7.22,173.7072,Chip Board,M.T,0
18-May,4.2,7.16,174.7072,Chip Board,M.T,0
18-Jun,5.2,7.45,175.7072,Chip Board,M.T,0
18-Jul,5.8,7.72,176.7072,Chip Board,M.T,0
18-Aug,5.8,7.94,177.7072,Chip Board,M.T,0
18-Sep,5.1,8.12,178.7072,Chip Board,M.T,0
18-Oct,6.8,8.81,179.7072,Chip Board,M.T,0
18-Nov,6.5,9.13,180.7072,Chip Board,M.T,0
18-Dec,6.2,9.73,181.7072,Chip Board,M.T,0
19-Jan,7.2,10.66,182.7072,Chip Board,M.T,0
19-Feb,8.2,10.49,183.7072,Chip Board,M.T,0
19-Mar,9.4,10.67,184.7072,Chip Board,M.T,0
19-Apr,8.8,11.18,185.7072,Chip Board,M.T,0
19-May,9.1,11.6,186.7072,Chip Board,M.T,0
19-Jun,8.9,12.43,187.7072,Chip Board,M.T,0
19-Jul,10.3,13.26,188.7072,Chip Board,M.T,0
19-Aug,11.6,13.09,189.7072,Chip Board,M.T,0
19-Sep,12.6,13.51,190.7072,Chip Board,M.T,0
19-Oct,11.1,13.67,191.7072,Chip Board,M.T,0
19-Nov,12.3,13.84,192.7072,Chip Board,M.T,0
19-Dec,12.4,13.84,193.7072,Chip Board,M.T,0
13-Jan,8.1,10.61,110.7072,Soda Ash,Tonnes,34048
13-Feb,7.4,10.53,111.7072,Soda Ash,Tonnes,"22,709"
13-Mar,6.6,10.46,112.7072,Soda Ash,Tonnes,"31,999"
13-Apr,5.8,10.51,113.7072,Soda Ash,Tonnes,"31,540"
13-May,5.1,10.65,114.7072,Soda Ash,Tonnes,"33,601"
13-Jun,5.9,10.56,115.7072,Soda Ash,Tonnes,"32,625"
13-Jul,8.3,10.2,116.7072,Soda Ash,Tonnes,"33,532"
13-Aug,8.5,9.69,117.7072,Soda Ash,Tonnes,"31,817"
13-Sep,7.4,9.7,118.7072,Soda Ash,Tonnes,"31,895"
13-Oct,9.1,10.38,119.7072,Soda Ash,Tonnes,"32,890"
13-Nov,10.9,10,120.7072,Soda Ash,Tonnes,"32,182"
13-Dec,9.2,10.54,121.7072,Soda Ash,Tonnes,"34,394"
14-Jan,7.9,11.02,122.7072,Soda Ash,Tonnes,"34,048"
14-Feb,7.9,10.66,123.7072,Soda Ash,Tonnes,"31,205"
14-Mar,8.5,10.53,124.7072,Soda Ash,Tonnes,"35,034"
14-Apr,9.2,10.81,125.7072,Soda Ash,Tonnes,"38,225"
14-May,8.3,10.59,126.7072,Soda Ash,Tonnes,"40,138"
14-Jun,8.2,10.37,127.7072,Soda Ash,Tonnes,"33,788"
14-Jul,7.9,10.38,128.7072,Soda Ash,Tonnes,"37,942"
14-Aug,7,10.33,129.7072,Soda Ash,Tonnes,"37,680"
14-Sep,7.7,10.3,130.7072,Soda Ash,Tonnes,"37,030"
14-Oct,5.8,10.48,131.7072,Soda Ash,Tonnes,"37,988"
14-Nov,4,10.41,132.7072,Soda Ash,Tonnes,"36,978"
14-Dec,4.3,10.28,133.7072,Soda Ash,Tonnes,"36,446"
15-Jan,3.9,10.35,134.7072,Soda Ash,Tonnes,"32,396"
15-Feb,3.2,9.5,135.7072,Soda Ash,Tonnes,"29,797"
15-Mar,2.5,9.31,136.7072,Soda Ash,Tonnes,"39,366"
15-Apr,2.1,8.85,137.7072,Soda Ash,Tonnes,"38,229"
15-May,3.2,8.61,138.7072,Soda Ash,Tonnes,"37,384"
15-Jun,3.2,8.24,139.7072,Soda Ash,Tonnes,"35,870"
15-Jul,1.9,7.88,140.7072,Soda Ash,Tonnes,"38,794"
15-Aug,1.8,7.78,141.7072,Soda Ash,Tonnes,"36,553"
15-Sep,1.3,7.78,142.7072,Soda Ash,Tonnes,"37,488"
15-Oct,1.6,7.57,143.7072,Soda Ash,Tonnes,"39,541"
15-Nov,2.7,7.32,144.7072,Soda Ash,Tonnes,"40,898"
15-Dec,3.2,7.28,145.7072,Soda Ash,Tonnes,"42,260"
16-Jan,3.3,7.15,146.7072,Soda Ash,Tonnes,"40,618"
16-Feb,4,7.28,147.7072,Soda Ash,Tonnes,"31,354"
16-Mar,3.9,7.13,148.7072,Soda Ash,Tonnes,"38,098"
16-Apr,4.2,6.03,149.7072,Soda Ash,Tonnes,"40,742"
16-May,3.2,7.07,150.7072,Soda Ash,Tonnes,"41,927"
16-Jun,3.2,7.15,151.7072,Soda Ash,Tonnes,"40,067"
16-Jul,4.1,6.95,152.7072,Soda Ash,Tonnes,"38,962"
16-Aug,3.6,6.82,153.7072,Soda Ash,Tonnes,"40,376"
16-Sep,3.9,6.9,154.7072,Soda Ash,Tonnes,"39,575"
16-Oct,4.2,6.96,155.7072,Soda Ash,Tonnes,"41,149"
16-Nov,3.8,6.84,156.7072,Soda Ash,Tonnes,"41,134"
16-Dec,3.7,7,157.7072,Soda Ash,Tonnes,"42,247"
17-Jan,3.7,7.09,158.7072,Soda Ash,Tonnes,"42,506"
17-Feb,4.2,6.95,159.7072,Soda Ash,Tonnes,"33,550"
17-Mar,4.9,6.93,160.7072,Soda Ash,Tonnes,"38,720"
17-Apr,4.8,6.9,161.7072,Soda Ash,Tonnes,"39,552"
17-May,5,6.93,162.7072,Soda Ash,Tonnes,"41,880"
17-Jun,3.9,7.07,163.7072,Soda Ash,Tonnes,"40,234"
17-Jul,2.9,7.03,164.7072,Soda Ash,Tonnes,"39,999"
17-Aug,3.4,6.86,165.7072,Soda Ash,Tonnes,"39,998"
17-Sep,3.9,6.92,166.7072,Soda Ash,Tonnes,"35,794"
17-Oct,3.8,7.01,167.7072,Soda Ash,Tonnes,"41,682"
17-Nov,4,7.07,168.7072,Soda Ash,Tonnes,"40,475"
17-Dec,4.6,7.04,169.7072,Soda Ash,Tonnes,"42,082"
18-Jan,4.4,7.11,170.7072,Soda Ash,Tonnes,"42,944"
18-Feb,3.8,7.01,171.7072,Soda Ash,Tonnes,"39,522"
18-Mar,3.2,7,172.7072,Soda Ash,Tonnes,"47,544"
18-Apr,3.7,7.22,173.7072,Soda Ash,Tonnes,"46,576"
18-May,4.2,7.16,174.7072,Soda Ash,Tonnes,"47,425"
18-Jun,5.2,7.45,175.7072,Soda Ash,Tonnes,"45,712"
18-Jul,5.8,7.72,176.7072,Soda Ash,Tonnes,"44,820"
18-Aug,5.8,7.94,177.7072,Soda Ash,Tonnes,"43,341"
18-Sep,5.1,8.12,178.7072,Soda Ash,Tonnes,"46,011"
18-Oct,6.8,8.81,179.7072,Soda Ash,Tonnes,"48,578"
18-Nov,6.5,9.13,180.7072,Soda Ash,Tonnes,"44,551"
18-Dec,6.2,9.73,181.7072,Soda Ash,Tonnes,"48,487"
19-Jan,7.2,10.66,182.7072,Soda Ash,Tonnes,"47,843"
19-Feb,8.2,10.49,183.7072,Soda Ash,Tonnes,"40,805"
19-Mar,9.4,10.67,184.7072,Soda Ash,Tonnes,"51,335"
19-Apr,8.8,11.18,185.7072,Soda Ash,Tonnes,"51,184"
19-May,9.1,11.6,186.7072,Soda Ash,Tonnes,"53,593"
19-Jun,8.9,12.43,187.7072,Soda Ash,Tonnes,"51,518"
19-Jul,10.3,13.26,188.7072,Soda Ash,Tonnes,"51,020"
19-Aug,11.6,13.09,189.7072,Soda Ash,Tonnes,"52,910"
19-Sep,12.6,13.51,190.7072,Soda Ash,Tonnes,"48,828"
19-Oct,11.1,13.67,191.7072,Soda Ash,Tonnes,"53,212"
19-Nov,12.3,13.84,192.7072,Soda Ash,Tonnes,"50,771"
19-Dec,12.4,13.84,193.7072,Soda Ash,Tonnes,"53,353"
13-Jan,8.1,10.61,110.7072,Caustic Soda,Tonnes,11554
13-Feb,7.4,10.53,111.7072,Caustic Soda,Tonnes,"10,909"
13-Mar,6.6,10.46,112.7072,Caustic Soda,Tonnes,"16,547"
13-Apr,5.8,10.51,113.7072,Caustic Soda,Tonnes,"15,053"
13-May,5.1,10.65,114.7072,Caustic Soda,Tonnes,"16,433"
13-Jun,5.9,10.56,115.7072,Caustic Soda,Tonnes,"14,765"
13-Jul,8.3,10.2,116.7072,Caustic Soda,Tonnes,"13,434"
13-Aug,8.5,9.69,117.7072,Caustic Soda,Tonnes,"12,557"
13-Sep,7.4,9.7,118.7072,Caustic Soda,Tonnes,"15,771"
13-Oct,9.1,10.38,119.7072,Caustic Soda,Tonnes,"17,952"
13-Nov,10.9,10,120.7072,Caustic Soda,Tonnes,"15,324"
13-Dec,9.2,10.54,121.7072,Caustic Soda,Tonnes,"13,758"
14-Jan,7.9,11.02,122.7072,Caustic Soda,Tonnes,"11,554"
14-Feb,7.9,10.66,123.7072,Caustic Soda,Tonnes,"11,352"
14-Mar,8.5,10.53,124.7072,Caustic Soda,Tonnes,"14,068"
14-Apr,9.2,10.81,125.7072,Caustic Soda,Tonnes,"13,995"
14-May,8.3,10.59,126.7072,Caustic Soda,Tonnes,"15,087"
14-Jun,8.2,10.37,127.7072,Caustic Soda,Tonnes,"12,613"
14-Jul,7.9,10.38,128.7072,Caustic Soda,Tonnes,"14,146"
14-Aug,7,10.33,129.7072,Caustic Soda,Tonnes,"15,203"
14-Sep,7.7,10.3,130.7072,Caustic Soda,Tonnes,"15,033"
14-Oct,5.8,10.48,131.7072,Caustic Soda,Tonnes,"16,281"
14-Nov,4,10.41,132.7072,Caustic Soda,Tonnes,"14,715"
14-Dec,4.3,10.28,133.7072,Caustic Soda,Tonnes,"12,184"
15-Jan,3.9,10.35,134.7072,Caustic Soda,Tonnes,"9,778"
15-Feb,3.2,9.5,135.7072,Caustic Soda,Tonnes,"12,713"
15-Mar,2.5,9.31,136.7072,Caustic Soda,Tonnes,"17,633"
15-Apr,2.1,8.85,137.7072,Caustic Soda,Tonnes,"19,809"
15-May,3.2,8.61,138.7072,Caustic Soda,Tonnes,"18,661"
15-Jun,3.2,8.24,139.7072,Caustic Soda,Tonnes,"17,796"
15-Jul,1.9,7.88,140.7072,Caustic Soda,Tonnes,"21,353"
15-Aug,1.8,7.78,141.7072,Caustic Soda,Tonnes,"20,356"
15-Sep,1.3,7.78,142.7072,Caustic Soda,Tonnes,"18,968"
15-Oct,1.6,7.57,143.7072,Caustic Soda,Tonnes,"17,631"
15-Nov,2.7,7.32,144.7072,Caustic Soda,Tonnes,"18,118"
15-Dec,3.2,7.28,145.7072,Caustic Soda,Tonnes,"14,014"
16-Jan,3.3,7.15,146.7072,Caustic Soda,Tonnes,"16,390"
16-Feb,4,7.28,147.7072,Caustic Soda,Tonnes,"15,248"
16-Mar,3.9,7.13,148.7072,Caustic Soda,Tonnes,"19,890"
16-Apr,4.2,6.03,149.7072,Caustic Soda,Tonnes,"21,044"
16-May,3.2,7.07,150.7072,Caustic Soda,Tonnes,"22,988"
16-Jun,3.2,7.15,151.7072,Caustic Soda,Tonnes,"21,012"
16-Jul,4.1,6.95,152.7072,Caustic Soda,Tonnes,"16,490"
16-Aug,3.6,6.82,153.7072,Caustic Soda,Tonnes,"15,117"
16-Sep,3.9,6.9,154.7072,Caustic Soda,Tonnes,"16,606"
16-Oct,4.2,6.96,155.7072,Caustic Soda,Tonnes,"19,382"
16-Nov,3.8,6.84,156.7072,Caustic Soda,Tonnes,"18,913"
